항별연혁번호,규정번호,고시번호,규정코드,규정경로,시행일,구분,개정요약,이전내용,개정내용,항별연혁설명,노출여부,수정여부,등록일시,수정일시
161,486,2,국어의 로마자 표기법,본문>제3장>제7항,2000-07-07 00:00:00,부,"표현 수정, 용례 삭제",제7항고유명사의 표기는 국제 관계 및 종래의 관습적 표기를 고려해서 갑자기 변경할 수 없는 것에 한하여 다음과 같이 적는 것을 허용한다.서울 Seoul 이순신 Yi Sun-shin이승만 Syngman Rhee 연세 Yonsei이화 Ewha,"제7항인명, 회사명, 단체명 등은 그동안 써 온 표기를 쓸 수 있다.","""고유명사의 표기는 국제 관계 및 종래의 관습적 표기를 고려해서 갑자기 변경할 수 없는 것에 한하여 다음과 같이 적는 것을 허용한다."" → ""인명, 회사명, 단체명 등은 그동안 써 온 표기를 쓸 수 있다.""",Y,N,2018-10-25 11:11:00,2018-10-29 16:48:00
162,489,2,국어의 로마자 표기법,본문>제3장>제8항,2000-07-07 00:00:00,부,기존 규정 삭제 및 조항 신설,"제8항인쇄나 타자의 어려움이 있을 때에는 의미의 혼동을 초래하지 않을 경우, ŏ, ŭ, yŏ, ŭi 등의 '˘'(반달표)와 k’, t’, p’, ch’들의 ' ’ '(어깨점)을 생략할 수 있다.","제8항학술 연구 논문 등 특수 분야에서 한글 복원을 전제로 표기할 경우에는 한글 표기를 대상으로 적는다. 이 때 글자 대응은 제2장을 따르되 ‘ㄱ, ㄷ, ㅂ, ㄹ’은 ‘g, d, b, l’로만 적는다. 음가 없는 ‘ㅇ’은 붙임표(-)로 표기하되 어두에서는 생략하는 것을 원칙으로 한다. 기타 분절의 필요가 있을 때에도 붙임표(-)를 쓴다.집 jib 짚 jip밖 bakk 값 gabs붓꽃 buskkoch 먹는 meogneun독립 doglib 문리 munli물엿 mul-yeos 굳이 gud-i좋다 johda 가곡 gagog조랑말 jolangmal 없었습니다 eobs-eoss-seubnida",학술적 용도에서 한글 복원을 전제로 할 경우에는 한글 맞춤법에 따른 글자를 그대로 로마자로 옮기도록 함.(표준 발음에 따라 로마자 표기를 할 수 없고 글자대로 표기해야 할 경우의 표기 기준을 명시함.),Y,N,2018-10-25 11:13:00,2018-11-08 09:33:00
163,463,1,국어의 로마자 표기법,본문>제3장>제1항,2014-12-05 00:00:00,부,용례 교체: '맞히다[마치다] machida' → '굳히다[구치다] guchida',3. 구개음화가 되는 경우 해돋이[해도지] haedoji 같이[가치] gachi맞히다[마치다] machida,3. 구개음화가 되는 경우 해돋이[해도지] haedoji 같이[가치] gachi굳히다[구치다] guchida,"맞히다'가 [마치다]로 소리 나는 현상은 구개음화로 보기 어려우므로, '3. 구개음화가 되는 경우'의 예로 적절하지 않음. 다른 용례 '굳히다'로 교체함.",Y,N,2018-10-25 11:15:00,2018-11-08 10:50:00
164,643,1,외래어 표기법,본문>제3장>제14절>제3항,2017-03-28 00:00:00,부,띄어쓰기 수정: '노르웨이 어'→ '노르웨이어',노르웨이 어의 표기 ※ 모음의 장단에 대해서는노르웨이 어의 발음을 보여 주는 사전을 참조하여야 한다.,노르웨이어의 표기 ※ 모음의 장단에 대해서는노르웨이어의 발음을 보여 주는 사전을 참조하여야 한다.,"해', '섬', '강', '산' 등의 띄어쓰기에 관한 종전의 규정 때문에 접미사 '-어(語)' 또한 외래어 뒤에서는 띄어 쓰는 것을 원칙으로 하고 있었음. 접미사를 띄어 쓰는 예외를 인정할 수 없고 국어의 띄어쓰기는 한글 맞춤법의 규정을 따르는 것이 타당하므로 관련 규정(제4장 제3절 제1항)을 삭제하였으며, 접미사 ‘-어(語), -인(人), -족(族), -해(海)’ 및 명사 ‘섬, 강, 산, 산맥, 고원, 평야…’ 등을 외래어 뒤에서도 붙여 쓴다는 취지로을 수정함. 외래어 표기법의 규정문에 쓰인 '-어(語)'로 끝나는 말들의 띄어쓰기도 함께 수정함.",Y,N,2018-10-29 09:26:00,2019-01-21 11:09:00
165,669,1,외래어 표기법,본문>제3장>제15절>제7항,2017-03-28 00:00:00,부,띄어쓰기 수정: '덴마크 어'→ '덴마크어',덴마크 어의 표기 ※ 묵음과 모음의 장단에 대해서는덴마크 어의 발음을 보여 주는 사전을 참조하여야 한다.,덴마크어의 표기 ※ 묵음과 모음의 장단에 대해서는덴마크어의 발음을 보여 주는 사전을 참조하여야 한다.,"해', '섬', '강', '산' 등의 띄어쓰기에 관한 종전의 규정 때문에 접미사 '-어(語)' 또한 외래어 뒤에서는 띄어 쓰는 것을 원칙으로 하고 있었음. 접미사를 띄어 쓰는 예외를 인정할 수 없고 국어의 띄어쓰기는 한글 맞춤법의 규정을 따르는 것이 타당하므로 관련 규정(제4장 제3절 제1항)을 삭제하였으며, 접미사 ‘-어(語), -인(人), -족(族), -해(海)’ 및 명사 ‘섬, 강, 산, 산맥, 고원, 평야…’ 등을 외래어 뒤에서도 붙여 쓴다는 취지로을 수정함. 외래어 표기법의 규정문에 쓰인 '-어(語)'로 끝나는 말들의 띄어쓰기도 함께 수정함.",Y,Y,2018-10-29 09:35:00,
166,637,1,외래어 표기법,본문>제3장>제16절>제3항,2017-03-28 00:00:00,부,띄어쓰기 수정: '인도네시아 어'→ '인도네시아어',"인도네시아 어인도네시아 어의 구철자 dj와 tj는 신철자 j, c와 마찬가지로 적는다.","인도네시아어인도네시아어의 구철자 dj와 tj는 신철자 j, c와 마찬가지로 적는다.","해', '섬', '강', '산' 등의 띄어쓰기에 관한 종전의 규정 때문에 접미사 '-어(語)' 또한 외래어 뒤에서는 띄어 쓰는 것을 원칙으로 하고 있었음. 접미사를 띄어 쓰는 예외를 인정할 수 없고 국어의 띄어쓰기는 한글 맞춤법의 규정을 따르는 것이 타당하므로 관련 규정(제4장 제3절 제1항)을 삭제하였으며, 접미사 ‘-어(語), -인(人), -족(族), -해(海)’ 및 명사 ‘섬, 강, 산, 산맥, 고원, 평야…’ 등을 외래어 뒤에서도 붙여 쓴다는 취지로을 수정함. 외래어 표기법의 규정문에 쓰인 '-어(語)'로 끝나는 말들의 띄어쓰기도 함께 수정함.",Y,N,2018-10-29 09:38:00,2019-01-21 11:09:00
167,639,1,외래어 표기법,본문>제3장>제16절>제4항,2017-03-28 00:00:00,부,띄어쓰기 수정: '인도네시아 어'→ '인도네시아어',"인도네시아 어의 구철자 j와 sj는 신철자 y, sy와 마찬가지로 적는다.","인도네시아 어의 구철자 j와 sj는 신철자 y, sy와 마찬가지로 적는다.","해', '섬', '강', '산' 등의 띄어쓰기에 관한 종전의 규정 때문에 접미사 '-어(語)' 또한 외래어 뒤에서는 띄어 쓰는 것을 원칙으로 하고 있었음. 접미사를 띄어 쓰는 예외를 인정할 수 없고 국어의 띄어쓰기는 한글 맞춤법의 규정을 따르는 것이 타당하므로 관련 규정(제4장 제3절 제1항)을 삭제하였으며, 접미사 ‘-어(語), -인(人), -족(族), -해(海)’ 및 명사 ‘섬, 강, 산, 산맥, 고원, 평야…’ 등을 외래어 뒤에서도 붙여 쓴다는 취지로을 수정함. 외래어 표기법의 규정문에 쓰인 '-어(語)'로 끝나는 말들의 띄어쓰기도 함께 수정함.",Y,N,2018-10-29 09:41:00,2019-01-21 11:08:00
168,641,1,외래어 표기법,본문>제3장>제16절>제5항,2017-03-28 00:00:00,부,띄어쓰기 수정: '인도네시아 어'→ '인도네시아어',"인도네시아 어의 구철자 bh와 dh는 신철자 b, d와 마찬가지로 적는다.","인도네시아어의 구철자 bh와 dh는 신철자 b, d와 마찬가지로 적는다.","해', '섬', '강', '산' 등의 띄어쓰기에 관한 종전의 규정 때문에 접미사 '-어(語)' 또한 외래어 뒤에서는 띄어 쓰는 것을 원칙으로 하고 있었음. 접미사를 띄어 쓰는 예외를 인정할 수 없고 국어의 띄어쓰기는 한글 맞춤법의 규정을 따르는 것이 타당하므로 관련 규정(제4장 제3절 제1항)을 삭제하였으며, 접미사 ‘-어(語), -인(人), -족(族), -해(海)’ 및 명사 ‘섬, 강, 산, 산맥, 고원, 평야…’ 등을 외래어 뒤에서도 붙여 쓴다는 취지로을 수정함. 외래어 표기법의 규정문에 쓰인 '-어(語)'로 끝나는 말들의 띄어쓰기도 함께 수정함.",Y,N,2018-10-29 09:43:00,2019-01-21 10:50:00
169,642,1,외래어 표기법,본문>제3장>제16절>제6항,2017-03-28 00:00:00,부,띄어쓰기 수정: '인도네시아 어'→ '인도네시아어',인도네시아 어의 구철자 ch는 신철자 kh와 마찬가지로 적는다.,인도네시아어의 구철자 ch는 신철자 kh와 마찬가지로 적는다.,"해', '섬', '강', '산' 등의 띄어쓰기에 관한 종전의 규정 때문에 접미사 '-어(語)' 또한 외래어 뒤에서는 띄어 쓰는 것을 원칙으로 하고 있었음. 접미사를 띄어 쓰는 예외를 인정할 수 없고 국어의 띄어쓰기는 한글 맞춤법의 규정을 따르는 것이 타당하므로 관련 규정(제4장 제3절 제1항)을 삭제하였으며, 접미사 ‘-어(語), -인(人), -족(族), -해(海)’ 및 명사 ‘섬, 강, 산, 산맥, 고원, 평야…’ 등을 외래어 뒤에서도 붙여 쓴다는 취지로을 수정함. 외래어 표기법의 규정문에 쓰인 '-어(語)'로 끝나는 말들의 띄어쓰기도 함께 수정함.",Y,N,2018-10-29 09:45:00,2019-01-21 10:49:00
170,644,1,외래어 표기법,본문>제3장>제16절>제7항,2017-03-28 00:00:00,부,띄어쓰기 수정: '말레이시아 어'→ '말레이시아어',말레이시아 어의 구철자 ch는 신철자 c와 마찬가지로 적는다.,말레이시아어의 구철자 ch는 신철자 c와 마찬가지로 적는다.,"해', '섬', '강', '산' 등의 띄어쓰기에 관한 종전의 규정 때문에 접미사 '-어(語)' 또한 외래어 뒤에서는 띄어 쓰는 것을 원칙으로 하고 있었음. 접미사를 띄어 쓰는 예외를 인정할 수 없고 국어의 띄어쓰기는 한글 맞춤법의 규정을 따르는 것이 타당하므로 관련 규정(제4장 제3절 제1항)을 삭제하였으며, 접미사 ‘-어(語), -인(人), -족(族), -해(海)’ 및 명사 ‘섬, 강, 산, 산맥, 고원, 평야…’ 등을 외래어 뒤에서도 붙여 쓴다는 취지로을 수정함. 외래어 표기법의 규정문에 쓰인 '-어(語)'로 끝나는 말들의 띄어쓰기도 함께 수정함.",Y,N,2018-10-29 09:48:00,2019-01-21 10:48:00
171,645,1,외래어 표기법,본문>제3장>제16절>제8항,2017-03-28 00:00:00,부,띄어쓰기 수정: '말레이시아 어'→ '말레이시아어',"말레이시아 어철자법에 따라 표기한 gh, th는 각각 g, t와 마찬가지로 적는다.","말레이시아어철자법에 따라 표기한 gh, th는 각각 g, t와 마찬가지로 적는다.","해', '섬', '강', '산' 등의 띄어쓰기에 관한 종전의 규정 때문에 접미사 '-어(語)' 또한 외래어 뒤에서는 띄어 쓰는 것을 원칙으로 하고 있었음. 접미사를 띄어 쓰는 예외를 인정할 수 없고 국어의 띄어쓰기는 한글 맞춤법의 규정을 따르는 것이 타당하므로 관련 규정(제4장 제3절 제1항)을 삭제하였으며, 접미사 ‘-어(語), -인(人), -족(族), -해(海)’ 및 명사 ‘섬, 강, 산, 산맥, 고원, 평야…’ 등을 외래어 뒤에서도 붙여 쓴다는 취지로을 수정함. 외래어 표기법의 규정문에 쓰인 '-어(語)'로 끝나는 말들의 띄어쓰기도 함께 수정함.",Y,N,2018-10-29 09:50:00,2019-01-21 10:48:00
172,657,1,외래어 표기법,본문>제3장>제16절>제15항,2017-03-28 00:00:00,부,띄어쓰기 수정: '인도네시아 어'→ '인도네시아어',"인도네시아 어의 구철자 중모음 표기 oe, ie는 신철자 u, i와 마찬가지로 ‘우, 이’로 적는다.","인도네시아어의 구철자 중모음 표기 oe, ie는 신철자 u, i와 마찬가지로 ‘우, 이’로 적는다.","해', '섬', '강', '산' 등의 띄어쓰기에 관한 종전의 규정 때문에 접미사 '-어(語)' 또한 외래어 뒤에서는 띄어 쓰는 것을 원칙으로 하고 있었음. 접미사를 띄어 쓰는 예외를 인정할 수 없고 국어의 띄어쓰기는 한글 맞춤법의 규정을 따르는 것이 타당하므로 관련 규정(제4장 제3절 제1항)을 삭제하였으며, 접미사 ‘-어(語), -인(人), -족(族), -해(海)’ 및 명사 ‘섬, 강, 산, 산맥, 고원, 평야…’ 등을 외래어 뒤에서도 붙여 쓴다는 취지로을 수정함. 외래어 표기법의 규정문에 쓰인 '-어(語)'로 끝나는 말들의 띄어쓰기도 함께 수정함.",Y,N,2018-10-29 09:52:00,2019-01-21 10:47:00
173,703,1,외래어 표기법,본문>제3장>제19절>,2017-03-28 00:00:00,부,띄어쓰기 수정: '포르투갈 어'→ '포르투갈어',"포르투갈 어의 표기 표 17에 따르고, 다음과 같은 특징을 살려서 적는다. 다만, ‘브라질포르투갈 어에서’라는 단서가 붙은 조항은 브라질 지명‧인명의 표기에만 적용한다.","포르투갈어의 표기 표 17에 따르고, 다음과 같은 특징을 살려서 적는다. 다만, ‘브라질포르투갈어에서’라는 단서가 붙은 조항은 브라질 지명‧인명의 표기에만 적용한다.","해', '섬', '강', '산' 등의 띄어쓰기에 관한 종전의 규정 때문에 접미사 '-어(語)' 또한 외래어 뒤에서는 띄어 쓰는 것을 원칙으로 하고 있었음. 접미사를 띄어 쓰는 예외를 인정할 수 없고 국어의 띄어쓰기는 한글 맞춤법의 규정을 따르는 것이 타당하므로 관련 규정(제4장 제3절 제1항)을 삭제하였으며, 접미사 ‘-어(語), -인(人), -족(族), -해(海)’ 및 명사 ‘섬, 강, 산, 산맥, 고원, 평야…’ 등을 외래어 뒤에서도 붙여 쓴다는 취지로을 수정함. 외래어 표기법의 규정문에 쓰인 '-어(語)'로 끝나는 말들의 띄어쓰기도 함께 수정함.",Y,N,2018-10-29 09:55:00,2019-01-21 10:47:00
174,584,1,외래어 표기법,본문>제3장>제19절>제3항,2017-03-28 00:00:00,부,띄어쓰기 수정: '포르투갈 어'→ '포르투갈어',"~ 다만, 브라질포르투갈 어에서 i 앞이나 어말 e 및 어말 -es 앞에서는 ‘ㅈ, ㅊ’으로 적는다.","~ 다만, 브라질포르투갈어에서 i 앞이나 어말 e 및 어말 -es 앞에서는 ‘ㅈ, ㅊ’으로 적는다.","해', '섬', '강', '산' 등의 띄어쓰기에 관한 종전의 규정 때문에 접미사 '-어(語)' 또한 외래어 뒤에서는 띄어 쓰는 것을 원칙으로 하고 있었음. 접미사를 띄어 쓰는 예외를 인정할 수 없고 국어의 띄어쓰기는 한글 맞춤법의 규정을 따르는 것이 타당하므로 관련 규정(제4장 제3절 제1항)을 삭제하였으며, 접미사 ‘-어(語), -인(人), -족(族), -해(海)’ 및 명사 ‘섬, 강, 산, 산맥, 고원, 평야…’ 등을 외래어 뒤에서도 붙여 쓴다는 취지로을 수정함. 외래어 표기법의 규정문에 쓰인 '-어(語)'로 끝나는 말들의 띄어쓰기도 함께 수정함.",Y,N,2018-10-29 09:57:00,2019-01-21 10:46:00
175,587,1,외래어 표기법,본문>제3장>제19절>제5항,2017-03-28 00:00:00,부,띄어쓰기 수정: '포르투갈 어'→ '포르투갈어',"2. ~ 다만, 브라질포르투갈 어에서 자음 앞이나 어말에 오는 경우에는 ‘우’로 적되, 어말에 -ul이 오는 경우에는 ‘울’로 적는다.","2. ~ 다만, 브라질포르투갈어에서 자음 앞이나 어말에 오는 경우에는 ‘우’로 적되, 어말에 -ul이 오는 경우에는 ‘울’로 적는다.","해', '섬', '강', '산' 등의 띄어쓰기에 관한 종전의 규정 때문에 접미사 '-어(語)' 또한 외래어 뒤에서는 띄어 쓰는 것을 원칙으로 하고 있었음. 접미사를 띄어 쓰는 예외를 인정할 수 없고 국어의 띄어쓰기는 한글 맞춤법의 규정을 따르는 것이 타당하므로 관련 규정(제4장 제3절 제1항)을 삭제하였으며, 접미사 ‘-어(語), -인(人), -족(族), -해(海)’ 및 명사 ‘섬, 강, 산, 산맥, 고원, 평야…’ 등을 외래어 뒤에서도 붙여 쓴다는 취지로을 수정함. 외래어 표기법의 규정문에 쓰인 '-어(語)'로 끝나는 말들의 띄어쓰기도 함께 수정함.",Y,N,2018-10-29 09:59:00,2019-01-21 10:45:00
176,605,1,외래어 표기법,본문>제3장>제19절>제14항,2017-03-28 00:00:00,부,띄어쓰기 수정: '포르투갈 어'→ '포르투갈어',"~ 어말에서는 ‘으’로 적되, 브라질포르투갈 어에서는 ‘이’로 적는다.","~ 어말에서는 ‘으’로 적되, 브라질포르투갈어에서는 ‘이’로 적는다.","해', '섬', '강', '산' 등의 띄어쓰기에 관한 종전의 규정 때문에 접미사 '-어(語)' 또한 외래어 뒤에서는 띄어 쓰는 것을 원칙으로 하고 있었음. 접미사를 띄어 쓰는 예외를 인정할 수 없고 국어의 띄어쓰기는 한글 맞춤법의 규정을 따르는 것이 타당하므로 관련 규정(제4장 제3절 제1항)을 삭제하였으며, 접미사 ‘-어(語), -인(人), -족(族), -해(海)’ 및 명사 ‘섬, 강, 산, 산맥, 고원, 평야…’ 등을 외래어 뒤에서도 붙여 쓴다는 취지로을 수정함. 외래어 표기법의 규정문에 쓰인 '-어(語)'로 끝나는 말들의 띄어쓰기도 함께 수정함.",Y,N,2018-10-29 10:02:00,2019-01-21 10:45:00
177,607,1,외래어 표기법,본문>제3장>제19절>제15항,2017-03-28 00:00:00,부,띄어쓰기 수정: '포르투갈 어'→ '포르투갈어',"2. ~ 다만, 브라질포르투갈 어에서는 ‘-이스’로 적는다. ※포르투갈 어강세 규칙은 다음과 같다.","2. ~ 다만, 브라질포르투갈어에서는 ‘-이스’로 적는다. ※포르투갈어강세 규칙은 다음과 같다.","해', '섬', '강', '산' 등의 띄어쓰기에 관한 종전의 규정 때문에 접미사 '-어(語)' 또한 외래어 뒤에서는 띄어 쓰는 것을 원칙으로 하고 있었음. 접미사를 띄어 쓰는 예외를 인정할 수 없고 국어의 띄어쓰기는 한글 맞춤법의 규정을 따르는 것이 타당하므로 관련 규정(제4장 제3절 제1항)을 삭제하였으며, 접미사 ‘-어(語), -인(人), -족(族), -해(海)’ 및 명사 ‘섬, 강, 산, 산맥, 고원, 평야…’ 등을 외래어 뒤에서도 붙여 쓴다는 취지로을 수정함. 외래어 표기법의 규정문에 쓰인 '-어(語)'로 끝나는 말들의 띄어쓰기도 함께 수정함.",Y,N,2018-10-29 10:05:00,2019-01-21 10:44:00
178,437,2,외래어 표기법,본문>제2장>표 4,2014-12-05 00:00:00,부,일부 추가: 'ニャ ニュ ニョ / 냐 뉴 뇨 / 냐 뉴 뇨',チャ チュ チョ 자 주 조 차 추 초 ヒャ ヒュ ヒョ 햐 휴 효 햐 휴 효,チャ チュ チョ 자 주 조 차 추 초ニャ ニュ ニョ 냐 뉴 뇨 냐 뉴 뇨ヒャ ヒュ ヒョ 햐 휴 효 햐 휴 효,"일본어의 가나와 한글 대조표'에 일본의 인명과 지명에 사용되는 ‘ニャ(냐), ニュ(뉴), ニョ(뇨)’가 누락되어 있어서 추가함.",Y,N,2018-11-06 15:37:00,2019-01-21 10:43:00
179,511,2,외래어 표기법,본문>제3장>제2절>제1항,2014-12-05 00:00:00,부,용례 수정: 'Razur[razuːr] 라주어' → 'Rasur[razuːr] 라주어',Razur[razuːr] 라주어,Rasur[razuːr] 라주어,"독일어의 표기 세칙에서, 제1항의 2에 제시된 용례 'Razur'는 'Rasur'의 오기이므로 수정함.('Rasur'는 '삭제'라는 뜻의 독일어임.)",Y,N,2018-11-06 16:20:00,2019-01-21 10:42:00
180,748,5,한글 맞춤법,부록>4.>[붙임],2015-01-01 00:00:00,부,[붙임] 추가,,[붙임] ‘쉼표’ 대신 ‘반점’이라는 용어를 쓸 수 있다.,"[붙임] 추가: 학계와 교육계 등에서 오랫동안 '반점'을 공식 용어로 써 온 점을 고려하고, 갑작스러운 변화에 따른 교육 현장의 혼란을 막기 위해 ‘반점’도 쓸 수 있도록 함.[""[붙임] ‘쉼표’ 대신 ‘반점’이라는 용어를 쓸 수 있다.""]",Y,N,2018-11-09 09:34:00,2019-01-18 15:40:00
181,758,5,한글 맞춤법,부록>6.>[붙임],2015-01-01 00:00:00,부,[붙임] 추가,,"[붙임] 쌍점의 앞은 붙여 쓰고 뒤는 띄어 쓴다. 다만, (3)과 (4)에서는 쌍점의 앞뒤를 붙여 쓴다.",[붙임]을 추가하여 쌍점의 띄어쓰기가 경우에 따라 달라짐을 설명함.,Y,N,2018-11-09 10:23:00,2019-01-18 17:24:00
182,763,5,한글 맞춤법,부록>7.>[붙임],2015-01-01 00:00:00,부,[붙임] 추가,,"[붙임] 빗금의 앞뒤는 (1)과 (2)에서는 붙여 쓰며, (3)에서는 띄어 쓰는 것을 원칙으로 하되 붙여 쓰는 것을 허용한다.단, (1)에서 대비되는 어구가 두 어절 이상인 경우에는 빗금의 앞뒤를 띄어 쓸 수 있다.",[붙임]을 추가하여 빗금의 띄어쓰기가 경우에 따라 달라짐을 설명함.,Y,N,2018-11-09 10:47:00,2019-01-18 17:29:00
183,791,5,한글 맞춤법,부록>15.>[붙임],2015-01-01 00:00:00,부,[붙임] 추가,,"[붙임] 줄표의 앞뒤는 띄어 쓰는 것을 원칙으로 하되, 붙여 쓰는 것을 허용한다.",[붙임]을 추가하여 기술함.,Y,N,2018-11-09 16:29:00,2019-01-18 17:32:00
184,586,7,외래어 표기법,본문>제3장>제10절>제2항,1992-11-27 00:00:00,부,조항 생성 및 내용 수정,어중의 l이 모음 앞에 올 때에는 ‘ㄹㄹ’로 적는다. kula 쿨라,"어중의 l,lj가 모음 앞에 올 때에는‘ㄹㄹ’, ‘ㄹ리’로 적는다. kula 쿨라Ljubljana 류블랴나","세르보크로아트어의 표기 세칙을 마련함. 관보 제12279호(1992. 11. 27.)에 게재된 내용에 오류가 있어, 관보 제12347호(1993. 2. 22.)를 통해 정정함. [""어중의 l이 모음 앞에 올 때에는 ‘ㄹㄹ’로 적는다.(kula 쿨라)"" → ""어중의 l, lj가 모음 앞에 올 때에는 ‘ㄹㄹ’, ‘ㄹ리’로 적는다.(kula 쿨라, Ljubljana 류블랴나)""]",Y,N,2018-11-21 18:06:00,2018-11-21 18:10:00
